Order,ID,Theatre,Name,Original_Revival,Play_Musical,Genre,Sub_Genre,Opening,Closing,Performance Count,Cast Size,Capacity
202,CancionesdemiPadre1988,Minskoff ,Canciones de mi Padre,Original,Musical,Revue,,"Jul 12, 1988","Jul 30, 1988",18,8,1710
203,Candida1993,Criterion Center Stage Right,Candida,Revival,Play,Comedy,,"Mar 25, 1993","May 02, 1993",45,8,499
204,Candide1997,Gershwin ,Candide,Revival,Musical,Comedy,,"Apr 29, 1997","Jul 27, 1997",104,35,1933
205,"Caroline,orChange2004",Eugene O'Neill ,"Caroline, or Change",Original,Musical,Drama,,"May 02, 2004","Aug 29, 2004",136,28,1066
206,Carousel1994,Vivian Beaumont ,Carousel,Revival,Musical,Drama,,"Mar 24, 1994","Jan 15, 1995",337,45,1080
207,Carrie1988,August Wilson ,Carrie,Original,Musical,,,"May 12, 1988","May 15, 1988",5,31,1228
208,CasaValentina2014,Samuel J. Friedman ,Casa Valentina,Original,Play,,,"Apr 23, 2014","Jun 29, 2014",79,14,650
209,CatonaHotTinRoof1990,Eugene O'Neill ,Cat on a Hot Tin Roof,Revival,Play,Drama,,"Mar 21, 1990","Aug 01, 1990",149,19,1066
210,CatonaHotTinRoof2003,Music Box ,Cat on a Hot Tin Roof,Revival,Play,Drama,,"Nov 02, 2003","Mar 07, 2004",145,18,1009
211,CatonaHotTinRoof2008,Broadhurst ,Cat on a Hot Tin Roof,Revival,Play,All Black Cast,Drama,"Mar 06, 2008","Jun 22, 2008",125,16,1186
212,CatonaHotTinRoof2013,Richard Rodgers ,Cat on a Hot Tin Roof,Revival,Play,Drama,,"Jan 17, 2013","Mar 30, 2013",84,23,1400
213,CatchMeIfYouCan2011,Neil Simon ,Catch Me If You Can,Original,Musical,Comedy,,"Apr 10, 2011","Sep 04, 2011",166,31,1467
214,Cats1982,Winter Garden ,Cats,Original,Musical,,,"Oct 07, 1982","Sep 10, 2000",7485,30,1526
215,Cats2016,Neil Simon ,Cats,Revival,Musical,,,"Jul 31, 2016","Dec 30, 2017",536,34,1467
216,Chaplin2012,Ethel Barrymore ,Chaplin,Original,Musical,,,"Sep 10, 2012","Jan 06, 2013",135,24,1096
217,Checkmates1988,Richard Rodgers ,Checkmates,Original,Play,Comedy,,"Aug 04, 1988","Dec 31, 1988",172,8,1400
218,Chess1988,Imperial ,Chess,Original,Musical,Drama,,"Apr 28, 1988","Jun 25, 1988",68,31,1443
219,ChinaDoll2015,Gerald Schoenfeld ,China Doll,Original,Play,,,"Dec 04, 2015","Jan 31, 2016",54,3,1079
220,ChineseCoffee1992,Circle in the Square ,Chinese Coffee,Original,Play,,,"Jun 24, 1992","Aug 01, 1992",11,2,840
221,Chinglish2011,Longacre ,Chinglish,Original,Play,Comedy,,"Oct 27, 2011","Jan 29, 2012",109,10,1091
222,ChitaRivera:TheDancer'sLife2005,Gerald Schoenfeld ,Chita Rivera: The Dancer's Life,Original,Musical,,,"Dec 11, 2005","Feb 19, 2006",72,14,1079
223,ChittyChittyBangBang2005,Lyric ,Chitty Chitty Bang Bang,Original,Musical,Comedy,,"Apr 28, 2005","Dec 31, 2005",285,50,1938
224,ChronicleofaDeathForetold1995,Gerald Schoenfeld ,Chronicle of a Death Foretold,Original,Musical,Dance,,"Jun 15, 1995","Jul 16, 1995",37,25,1079
225,ChuChem1989,Walter Kerr ,Chu Chem,Original,Musical,,,"Apr 07, 1989","May 14, 1989",45,19,945
226,CirqueDreams2008,Broadway ,Cirque Dreams,Original,Musical,Circus,,"Jun 26, 2008","Aug 24, 2008",70,28,1761
227,CirqueduSoleilParamour2016,Lyric ,Cirque du Soleil Paramour,Original,Musical,Circus,,"May 25, 2016","Apr 16, 2017",366,40,1938
228,CityofAngels1989,August Wilson ,City of Angels,Original,Musical,Comedy,,"Dec 11, 1989","Jan 19, 1992",879,27,1228
229,Closer1999,Music Box ,Closer,Original,Play,Drama,,"Mar 25, 1999","Aug 22, 1999",172,8,1009
230,ClybournePark2012,Walter Kerr ,Clybourne Park,Original,Play,Comedy,Drama,"Apr 19, 2012","Sep 02, 2012",157,12,945
231,CoastalDisturbances1987,Circle in the Square ,Coastal Disturbances,Original,Play,,,"Mar 04, 1987","Jan 03, 1988",350,14,840
232,ColinQuinn--AnIrishWake1998,Helen Hayes ,Colin Quinn -- An Irish Wake,Original,Play,Solo,,"Aug 27, 1998","Sep 19, 1998",22,1,597
233,ColinQuinn:LongStoryShort2010,Helen Hayes ,Colin Quinn: Long Story Short,Original,Play,Comedy,Solo,"Nov 09, 2010","Mar 05, 2011",135,1,597
234,CollectedStories2010,Samuel J. Friedman ,Collected Stories,Original,Play,Drama,,"Apr 28, 2010","Jun 13, 2010",54,4,650
235,"ComeBack,LittleSheba2008",Samuel J. Friedman ,"Come Back, Little Sheba",Revival,Play,Drama,,"Jan 24, 2008","Mar 16, 2008",58,14,650
236,ComeFlyAway2010,Marquis ,Come Fly Away,Original,Musical,Dance,,"Mar 25, 2010","Sep 05, 2010",188,27,1612
237,Company1995,Criterion Center Stage Right,Company,Revival,Musical,Drama,,"Oct 05, 1995","Dec 03, 1995",60,19,499
238,Company2006,Ethel Barrymore ,Company,Revival,Musical,Drama,,"Nov 29, 2006","Jul 01, 2007",246,20,1096
239,Constellations2015,Samuel J. Friedman ,Constellations,Original,Play,,,"Jan 13, 2015","Mar 15, 2015",76,4,650
240,Contact2000,Vivian Beaumont ,Contact,Original,Musical,Dance,,"Mar 30, 2000","Sep 01, 2002",1010,24,1080
241,ConversationsWithMyFather1992,Bernard B. Jacobs ,Conversations With My Father,Original,Play,,,"Mar 22, 1992","Mar 14, 1993",402,17,1078
242,Copenhagen2000,Bernard B. Jacobs ,Copenhagen,Original,Play,Drama,,"Apr 11, 2000","Jan 21, 2001",326,6,1078
243,CoramBoy2007,Imperial ,Coram Boy,Original,Play,Drama,Play with music,"May 02, 2007","May 27, 2007",30,40,1443
244,Corpse!1986,Helen Hayes ,Corpse!,Original,Play,Comedy,Thriller,"Jan 05, 1986","Apr 20, 1986",121,7,597
245,CrazyForYou1992,Shubert ,Crazy For You,Original,Musical,Comedy,,"Feb 19, 1992","Jan 07, 1996",1622,33,1460
246,CrazyHeCallsMe1992,Walter Kerr ,Crazy He Calls Me,Original,Play,,,"Jan 27, 1992","Feb 01, 1992",7,4,945
247,Cry-Baby2008,Marquis ,Cry-Baby,Original,Musical,Comedy,,"Apr 24, 2008","Jun 22, 2008",68,30,1612
248,Cuba&HisTeddyBear1986,Longacre ,Cuba & His Teddy Bear,Original,Play,,,"Jul 16, 1986","Sep 21, 1986",53,11,1091
249,Curtains2007,Al Hirschfeld ,Curtains,Original,Musical,Comedy,,"Mar 22, 2007","Jun 29, 2008",511,31,1424
250,Cymbeline2007,Vivian Beaumont ,Cymbeline,Revival,Play,Romance,,"Dec 02, 2007","Jan 06, 2008",40,26,1080
251,Cyrano-TheMusical1993,Neil Simon ,Cyrano - The Musical,Original,Musical,,,"Nov 21, 1993","Mar 20, 1994",137,32,1467
252,CyranodeBergerac1984,Gershwin ,Cyrano de Bergerac,Revival,Play,Drama,,"Oct 16, 1984","Jan 19, 1985",59,35,1933
253,CyranodeBergerac2007,Richard Rodgers ,Cyrano de Bergerac,Revival,Play,Comedy,,"Nov 01, 2007","Jan 06, 2008",56,27,1400
254,CyranodeBergerac2012,American Airlines ,Cyrano de Bergerac,Revival,Play,Comedy,Romance,"Oct 11, 2012","Nov 25, 2012",52,18,740
255,DamesatSea2015,Helen Hayes ,Dames at Sea,Original,Musical,Comedy,,"Oct 22, 2015","Jan 03, 2016",85,10,597
256,DamnYankees1994,Marquis ,Damn Yankees,Revival,Musical,Comedy,,"Mar 03, 1994","Aug 06, 1995",519,26,1612
257,DanceofDeath2001,Broadhurst ,Dance of Death,Revival,Play,Drama,,"Oct 11, 2001","Jan 13, 2002",108,10,1186
258,DanceoftheVampires2002,Minskoff ,Dance of the Vampires,Original,Musical,Comedy,,"Dec 09, 2002","Jan 25, 2003",56,38,1710
259,DancingatLughnasa1991,Gerald Schoenfeld ,Dancing at Lughnasa,Original,Play,,,"Oct 24, 1991","Oct 25, 1992",421,13,1079
260,DancingintheEndZone1985,Walter Kerr ,Dancing in the End Zone,Original,Play,,,"Jan 03, 1985","Jan 26, 1985",28,6,945
261,DeadAccounts2012,Music Box ,Dead Accounts,Original,Play,Comedy,,"Nov 29, 2012","Jan 06, 2013",44,8,1009
262,DeathandtheKing'sHorseman1987,Vivian Beaumont ,Death and the King's Horseman,Original,Play,Drama,,"Mar 01, 1987","Mar 29, 1987",33,33,1080
263,DeathandtheMaiden1992,Brooks Atkinson ,Death and the Maiden,Original,Play,Drama,,"Mar 17, 1992","Aug 02, 1992",159,6,1094
264,DeathofaSalesman1984,Broadhurst ,Death of a Salesman,Revival,Play,Drama,,"Mar 29, 1984","Nov 18, 1984",185,17,1186
265,DeathofaSalesman1999,Eugene O'Neill ,Death of a Salesman,Revival,Play,Drama,,"Feb 10, 1999","Nov 07, 1999",274,17,1066
266,DeathofaSalesman2012,Ethel Barrymore ,Death of a Salesman,Revival,Play,Drama,,"Mar 15, 2012","Jun 02, 2012",78,17,1096
267,Democracy2004,Brooks Atkinson ,Democracy,Original,Play,Drama,,"Nov 18, 2004","Apr 17, 2005",173,15,1094
268,DesignForLiving1984,Circle in the Square ,Design For Living,Revival,Play,Comedy,,"Jun 20, 1984","Jan 20, 1985",245,11,840
269,DesignForLiving2001,American Airlines ,Design For Living,Revival,Play,Comedy,,"Mar 15, 2001","May 13, 2001",69,11,740
270,DesireUndertheElms2009,St. James ,Desire Under the Elms,Revival,Play,Drama,,"Apr 27, 2009","May 24, 2009",32,9,1709
271,Deuce2007,Music Box ,Deuce,Original,Play,,,"May 06, 2007","Aug 19, 2007",121,9,1009
272,DinneratEight2002,Vivian Beaumont ,Dinner at Eight,Revival,Play,Comedy,,"Dec 19, 2002","Jan 26, 2003",45,30,1080
273,DirtyBlonde2000,Helen Hayes ,Dirty Blonde,Original,Play,Comedy,Drama,"May 01, 2000","Mar 04, 2001",352,6,597
274,DirtyRottenScoundrels2005,Imperial ,Dirty Rotten Scoundrels,Original,Musical,Comedy,,"Mar 03, 2005","Sep 03, 2006",627,27,1443
275,Disaster!2016,Nederlander ,Disaster!,Original,Musical,Comedy,,"Mar 08, 2016","May 08, 2016",72,19,1235
276,Disgraced2014,Lyceum ,Disgraced,Original,Play,Drama,,"Oct 23, 2014","Mar 01, 2015",149,9,922
277,DividingtheEstate2008,Booth ,Dividing the Estate,Original,Play,Comedy,,"Nov 20, 2008","Jan 04, 2009",50,21,766
278,DoctorZhivago2015,Broadway ,Doctor Zhivago,Original,Musical,Drama,,"Apr 21, 2015","May 10, 2015",23,32,1761
279,Don'tDressforDinner2012,American Airlines ,Don't Dress for Dinner,Original,Play,Comedy,,"Apr 26, 2012","Jun 17, 2012",61,10,740
280,Don'tGetGodStarted1987,Longacre ,Don't Get God Started,Original,Musical,Revue,,"Oct 29, 1987","Jan 10, 1988",85,24,1091
281,Doonesbury1983,Samuel J. Friedman ,Doonesbury,Original,Musical,Comedy,,"Nov 21, 1983","Feb 19, 1984",104,16,650
282,Doubles1985,Walter Kerr ,Doubles,Original,Play,Comedy,,"May 08, 1985","Jan 04, 1986",277,9,945
283,Doubt2005,Walter Kerr ,Doubt,Original,Play,Drama,,"Mar 31, 2005","Jul 02, 2006",525,8,945
284,Dr.Seuss'HowtheGrinchStoleChristmas!2006,Lyric ,Dr. Seuss' How the Grinch Stole Christmas!,Original,Musical,Comedy,,"Nov 08, 2006","Jan 07, 2007",107,41,1938
285,Dr.Seuss'HowtheGrinchStoleChristmas!2007,St. James ,Dr. Seuss' How the Grinch Stole Christmas!,Original,Musical,Comedy,,"Nov 09, 2007","Jan 06, 2008",96,39,1709
286,"Dracula,theMusical2004",Belasco ,"Dracula, the Musical",Original,Musical,Drama,Romance,"Aug 19, 2004","Jan 02, 2005",157,21,1018
287,Dream1997,Bernard B. Jacobs ,Dream,Original,Musical,Revue,,"Apr 03, 1997","Jul 06, 1997",109,22,1078
288,Dreamgirls1981,Imperial ,Dreamgirls,Original,Musical,,,"Dec 20, 1981","Aug 11, 1985",1521,34,1443
289,Dreamgirls1987,Ambassador ,Dreamgirls,Revival,Musical,,,"Jun 28, 1987","Nov 29, 1987",177,30,1125
290,DrivingMissDaisy2010,John Golden ,Driving Miss Daisy,Original,Play,Comedy,Drama,"Oct 25, 2010","Apr 09, 2011",180,6,805
291,DrowningCrow2004,Samuel J. Friedman ,Drowning Crow,Original,Play,Drama,,"Feb 19, 2004","Apr 04, 2004",54,17,650
292,EasternStandard1989,John Golden ,Eastern Standard,Original,Play,,,"Jan 05, 1989","Mar 25, 1989",92,8,805
293,Eclipsed2016,John Golden ,Eclipsed,Original,Play,Drama,,"Mar 06, 2016","Jun 19, 2016",121,8,805
294,Electra1998,Ethel Barrymore ,Electra,Revival,Play,Tragedy,,"Dec 03, 1998","Mar 21, 1999",116,10,1096
295,Elf2010,Al Hirschfeld ,Elf,Original,Musical,Comedy,,"Nov 14, 2010","Jan 02, 2011",57,26,1424
296,Elf2012,Al Hirschfeld ,Elf,Original,Musical,Comedy,,"Nov 09, 2012","Jan 06, 2013",74,27,1424
297,Elling2010,Ethel Barrymore ,Elling,Original,Play,Comedy,,"Nov 21, 2010","Nov 28, 2010",9,8,1096
298,EnchantedApril2003,Belasco ,Enchanted April,Original,Play,Romantic Comedy,Comedy,"Apr 29, 2003","Aug 31, 2003",143,10,1018
299,EndoftheRainbow2012,Belasco ,End of the Rainbow,Original,Play,Play with music,,"Apr 02, 2012","Aug 19, 2012",160,7,1018
300,EndoftheWorld1984,Music Box ,End of the World,Original,Play,,,"May 06, 1984","Jun 02, 1984",33,13,1009
301,Enron2010,Broadhurst ,Enron,Original,Play,Drama,,"Apr 27, 2010","May 09, 2010",16,19,1186
302,EpicProportions1999,Helen Hayes ,Epic Proportions,Original,Play,Comedy,,"Sep 30, 1999","Dec 19, 1999",93,12,597
303,Equus2008,Broadhurst ,Equus,Revival,Play,Drama,,"Sep 25, 2008","Feb 08, 2009",156,20,1186
304,EverydayRapture2010,American Airlines ,Everyday Rapture,Original,Musical,,,"Apr 29, 2010","Jul 11, 2010",85,6,740
305,Evita2012,Marquis ,Evita,Revival,Musical,Drama,,"Apr 05, 2012","Jan 26, 2013",337,36,1612
306,ExecutionofJustice1986,August Wilson ,Execution of Justice,Original,Play,Drama,,"Mar 13, 1986","Mar 22, 1986",12,26,1228
307,ExittheKing2009,Ethel Barrymore ,Exit the King,Revival,Play,Comedy,,"Mar 26, 2009","Jun 14, 2009",93,9,1096
308,FaithHealer2006,Booth ,Faith Healer,Revival,Play,,,"May 04, 2006","Aug 13, 2006",117,6,766
309,Falsettos1992,John Golden ,Falsettos,Original,Musical,,,"Apr 29, 1992","Jun 27, 1993",486,10,805
310,Falsettos2016,Walter Kerr ,Falsettos,Revival,Musical,,,"Oct 27, 2016","Jan 08, 2017",84,12,945
311,Fela!2009,Eugene O'Neill ,Fela!,Original,Musical,,,"Nov 23, 2009","Jan 02, 2011",463,28,1066
312,Fela!2012,Al Hirschfeld ,Fela!,Original,Musical,,,"Jul 12, 2012","Aug 04, 2012",28,27,1424
313,Fences1987,Richard Rodgers ,Fences,Original,Play,Drama,,"Mar 26, 1987","Jun 26, 1988",525,13,1400
314,Fences2010,Cort ,Fences,Revival,Play,Drama,,"Apr 26, 2010","Jul 11, 2010",88,12,1084
315,Festen2006,Music Box ,Festen,Original,Play,Drama,,"Apr 09, 2006","May 20, 2006",49,19,1009
316,FiddlerontheRoof1990,Gershwin ,Fiddler on the Roof,Revival,Musical,Comedy,Drama,"Nov 18, 1990","Jun 16, 1991",241,37,1933
317,FiddlerontheRoof2004,Minskoff ,Fiddler on the Roof,Revival,Musical,Comedy,Drama,"Feb 26, 2004","Jan 08, 2006",781,42,1710
318,FiddlerontheRoof2015,Broadway ,Fiddler on the Roof,Revival,Musical,Comedy,Drama,"Dec 20, 2015","Dec 31, 2016",431,37,1761
319,FindingNeverland2015,Lunt-Fontanne ,Finding Neverland,Original,Musical,,,"Apr 15, 2015","Aug 21, 2016",565,32,1519
320,Finian'sRainbow2009,St. James ,Finian's Rainbow,Revival,Musical,Comedy,,"Oct 29, 2009","Jan 17, 2010",92,35,1709
321,FirstDate2013,Longacre ,First Date,Original,Musical,Comedy,,"Aug 08, 2013","Jan 05, 2014",174,11,1091
322,FishintheDark2015,Cort ,Fish in the Dark,Original,Play,Comedy,,"Mar 05, 2015","Aug 01, 2015",173,24,1084
323,FiveGuysNamedMoe1992,Eugene O'Neill ,Five Guys Named Moe,Original,Musical,Revue,,"Apr 08, 1992","May 02, 1993",445,9,1066
324,FlamencoPuro1986,Times Square Church,Flamenco Puro,Original,Musical,Dance,Revue,"Oct 19, 1986","Nov 30, 1986",53,14,1505
325,FlowerDrumSong2002,August Wilson ,Flower Drum Song,Revival,Musical,Comedy,,"Oct 17, 2002","Mar 16, 2003",169,24,1228
326,Follies2001,Belasco ,Follies,Revival,Musical,Drama,,"Apr 05, 2001","Jul 14, 2001",117,43,1018
327,Follies2011,Marquis ,Follies,Revival,Musical,Drama,,"Sep 12, 2011","Jan 22, 2012",152,41,1612
328,FoolforLove2015,Samuel J. Friedman ,Fool for Love,Original,Play,,,"Oct 08, 2015","Dec 13, 2015",75,7,650
329,Footloose1998,Richard Rodgers ,Footloose,Original,Musical,,,"Oct 22, 1998","Jul 02, 2000",709,40,1400
330,Fortune'sFool2002,Music Box ,Fortune's Fool,Original,Play,Comedy,,"Apr 02, 2002","Jul 21, 2002",127,14,1009
331,Fosse1999,Broadhurst ,Fosse,Original,Musical,Revue,Dance,"Jan 14, 1999","Aug 25, 2001",1093,32,1186
332,FourBaboonsAdoringtheSun1992,Vivian Beaumont ,Four Baboons Adoring the Sun,Original,Play,,,"Mar 18, 1992","Apr 19, 1992",38,18,1080
333,FrankieandJohnnyintheClairdeLune2002,Belasco ,Frankie and Johnny in the Clair de Lune,Original,Play,Drama,,"Aug 08, 2002","Mar 09, 2003",243,4,1018
334,Freak1998,Cort ,Freak,Original,Play,Solo,Comedy,"Feb 12, 1998","Jul 04, 1998",144,1,1084
335,Frost/Nixon2007,Bernard B. Jacobs ,Frost/Nixon,Original,Play,Drama,,"Apr 22, 2007","Aug 19, 2007",137,14,1078
336,Frozen2004,Circle in the Square ,Frozen,Original,Play,Drama,,"May 04, 2004","Aug 22, 2004",128,6,840
337,FullyCommitted2016,Lyceum ,Fully Committed,Original,Play,Comedy,Solo,"Apr 25, 2016","Jul 31, 2016",112,1,922
338,FunHome2015,Circle in the Square ,Fun Home,Original,Musical,,,"Apr 19, 2015","Sep 10, 2016",583,14,840
339,GemoftheOcean2004,Walter Kerr ,Gem of the Ocean,Original,Play,,,"Dec 06, 2004","Feb 06, 2005",72,12,945
340,GentlemenPreferBlondes1995,Lyceum ,Gentlemen Prefer Blondes,Revival,Musical,Comedy,,"Apr 10, 1995","Apr 30, 1995",24,22,922
341,GeorgeGershwinAlone2001,Helen Hayes ,George Gershwin Alone,Original,Play,Play with music,Solo,"Apr 30, 2001","Jul 22, 2001",96,1,597
342,RelativelySpeaking2011,Brooks Atkinson ,Relatively Speaking,Original,Play,Comedy,,"Oct 20, 2011","Jan 29, 2012",117,19,1094
343,GettingandSpending1998,Helen Hayes ,Getting and Spending,Original,Play,,,"Oct 25, 1998","Nov 29, 1998",41,8,597
344,GettingAwayWithMurder1996,Broadhurst ,Getting Away With Murder,Original,Play,Comedy,Thriller,"Mar 17, 1996","Mar 31, 1996",17,18,1186
345,GettingMarried1991,Circle in the Square ,Getting Married,Revival,Play,Comedy,,"Jun 26, 1991","Aug 25, 1991",70,16,840
346,Ghetto1989,Circle in the Square ,Ghetto,Original,Play,Play with music,,"Apr 30, 1989","May 28, 1989",33,26,840
347,GhettoKlown2011,Lyceum ,Ghetto Klown,Original,Play,Solo,,"Mar 22, 2011","Jul 10, 2011",95,1,922
348,GhostTheMusical2012,Lunt-Fontanne ,Ghost The Musical,Original,Musical,,,"Apr 23, 2012","Aug 18, 2012",136,26,1519
349,Gigi2015,Neil Simon ,Gigi,Revival,Musical,Comedy,,"Apr 08, 2015","Jun 21, 2015",86,22,1467
350,GlengarryGlenRoss1984,John Golden ,Glengarry Glen Ross,Original,Play,Drama,,"Mar 25, 1984","Feb 17, 1985",378,9,805
351,GlengarryGlenRoss2005,Bernard B. Jacobs ,Glengarry Glen Ross,Revival,Play,Drama,,"May 01, 2005","Aug 28, 2005",137,9,1078
352,GlengarryGlenRoss2012,Gerald Schoenfeld ,Glengarry Glen Ross,Revival,Play,Drama,,"Dec 08, 2012","Jan 20, 2013",45,8,1079
353,GodofCarnage2009,Bernard B. Jacobs ,God of Carnage,Original,Play,Comedy,,"Mar 22, 2009","Jun 06, 2010",452,6,1078
354,Godspell2011,Circle in the Square ,Godspell,Revival,Musical,,,"Nov 07, 2011","Jun 24, 2012",264,14,840
355,Golda'sBalcony2003,Helen Hayes ,Golda's Balcony,Original,Play,Solo,Drama,"Oct 15, 2003","Jan 02, 2005",493,1,597
356,GoldenBoy2012,Belasco ,Golden Boy,Revival,Play,Drama,,"Dec 06, 2012","Jan 20, 2013",53,22,1018
357,GoldenChild1998,Longacre ,Golden Child,Original,Play,Drama,,"Apr 02, 1998","May 31, 1998",69,10,1091
358,GoodPeople2011,Samuel J. Friedman ,Good People,Original,Play,Drama,,"Mar 03, 2011","May 29, 2011",101,10,650
359,GoodVibrations2005,Eugene O'Neill ,Good Vibrations,Original,Musical,,,"Feb 02, 2005","Apr 24, 2005",94,24,1066
360,GoreVidal'sTheBestMan2000,August Wilson ,Gore Vidal's The Best Man,Revival,Play,,,"Sep 17, 2000","Dec 31, 2000",121,19,1228
361,GoreVidal'sTheBestMan2012,Gerald Schoenfeld ,Gore Vidal's The Best Man,Revival,Play,,,"Apr 01, 2012","Sep 09, 2012",185,20,1079
362,Grace2012,Cort ,Grace,Original,Play,Comedy,,"Oct 04, 2012","Jan 06, 2013",108,7,1084
363,GrandHotel1989,Al Hirschfeld ,Grand Hotel,Original,Musical,Drama,,"Nov 12, 1989","Apr 25, 1992",1017,35,1424
364,Grease1994,Eugene O'Neill ,Grease,Revival,Musical,Comedy,,"May 11, 1994","Jan 25, 1998",1505,28,1066
365,Grease2007,Brooks Atkinson ,Grease,Revival,Musical,Comedy,,"Aug 19, 2007","Jan 04, 2009",554,25,1094
366,GreyGardens2006,Walter Kerr ,Grey Gardens,Original,Musical,Drama,,"Nov 02, 2006","Jul 29, 2007",307,16,945
367,Grind1985,Times Square Church,Grind,Original,Musical,,,"Apr 16, 1985","Jun 22, 1985",71,28,1505
368,GroundhogDay2017,August Wilson ,Groundhog Day,Original,Musical,Comedy,,"Apr 17, 2017","Sep 17, 2017",176,24,1228
369,GuysandDolls1992,Al Hirschfeld ,Guys and Dolls,Revival,Musical,Comedy,,"Apr 14, 1992","Jan 08, 1995",1143,38,1424
370,GuysandDolls2009,Nederlander ,Guys and Dolls,Revival,Musical,Comedy,,"Mar 01, 2009","Jun 14, 2009",121,31,1235
371,Gypsy1989,St. James ,Gypsy,Revival,Musical,Drama,,"Nov 16, 1989","Jul 28, 1991",581,34,1709
372,Gypsy2003,Shubert ,Gypsy,Revival,Musical,Drama,,"May 01, 2003","May 30, 2004",451,37,1460
373,Gypsy2008,St. James ,Gypsy,Revival,Musical,Drama,,"Mar 27, 2008","Jan 11, 2009",332,34,1709
374,GypsyPassion1992,Gerald Schoenfeld ,Gypsy Passion,Original,Musical,Dance,,"Nov 17, 1992","Jan 02, 1993",55,16,1079
375,Hair2009,Al Hirschfeld ,Hair,Revival,Musical,,,"Mar 31, 2009","Jun 27, 2010",519,32,1424
376,Hair2011,St. James ,Hair,Revival,Musical,,,"Jul 13, 2011","Sep 10, 2011",67,30,1709
377,Hairspray2002,Neil Simon ,Hairspray,Original,Musical,Comedy,,"Aug 15, 2002","Jan 04, 2009",2642,34,1467
378,Hamlet1992,Criterion Center Stage Right,Hamlet,Revival,Play,Tragedy,,"Apr 02, 1992","May 10, 1992",45,21,499
379,Hamlet1995,Belasco ,Hamlet,Revival,Play,Tragedy,,"May 02, 1995","Jul 22, 1995",91,24,1018
380,Hamlet2009,Broadhurst ,Hamlet,Revival,Play,Tragedy,,"Oct 06, 2009","Dec 06, 2009",72,20,1186
381,HandtoGod2015,Booth ,Hand to God,Original,Play,Comedy,,"Apr 07, 2015","Jan 03, 2016",311,8,766
382,HandsonaHardbody2013,Brooks Atkinson ,Hands on a Hardbody,Original,Musical,,,"Mar 21, 2013","Apr 13, 2013",28,23,1094
383,Harvey2012,Studio 54,Harvey,Revival,Play,,,"Jun 14, 2012","Aug 05, 2012",62,15,1006
384,HavingOurSay1995,Booth ,Having Our Say,Original,Play,,,"Apr 06, 1995","Dec 31, 1995",317,4,766
385,HayFever1985,Music Box ,Hay Fever,Revival,Play,Comedy,,"Dec 12, 1985","Mar 29, 1986",124,13,1009
386,HeartbreakHouse1983,Circle in the Square ,Heartbreak House,Revival,Play,Comedy,,"Dec 07, 1983","Feb 05, 1984",65,13,840
387,HeartbreakHouse2006,American Airlines ,Heartbreak House,Revival,Play,Comedy,,"Oct 11, 2006","Dec 17, 2006",79,13,740
388,HeddaGabler1994,Criterion Center Stage Right,Hedda Gabler,Revival,Play,Drama,,"Jul 10, 1994","Aug 07, 1994",33,11,499
389,HeddaGabler2001,Ambassador ,Hedda Gabler,Revival,Play,Drama,,"Oct 04, 2001","Jan 13, 2002",117,11,1125
390,HeddaGabler2009,American Airlines ,Hedda Gabler,Revival,Play,Drama,,"Jan 25, 2009","Mar 29, 2009",74,11,740
391,HedwigandtheAngryInch2014,Belasco ,Hedwig and the Angry Inch,Original,Musical,,,"Apr 22, 2014","Sep 13, 2015",507,7,1018
392,Heisenberg2016,Samuel J. Friedman ,Heisenberg,Original,Play,,,"Oct 13, 2016","Dec 11, 2016",67,4,650
393,"Hello,Dolly!1995",Lunt-Fontanne ,"Hello, Dolly!",Revival,Musical,Comedy,,"Oct 19, 1995","Jan 28, 1996",116,40,1519
394,HenryIV2003,Vivian Beaumont ,Henry IV,Revival,Play,History,,"Nov 20, 2003","Jan 18, 2004",58,33,1080
395,High2011,Booth ,High,Original,Play,Drama,,"Apr 19, 2011","Apr 24, 2011",7,6,766
396,HighFidelity2006,Imperial ,High Fidelity,Original,Musical,Comedy,,"Dec 07, 2006","Dec 17, 2006",14,19,1443
397,HighSociety1998,St. James ,High Society,Original,Musical,Comedy,,"Apr 27, 1998","Aug 30, 1998",144,22,1709
398,Hizzoner!1989,Longacre ,Hizzoner!,Original,Play,Solo,,"Feb 23, 1989","Mar 05, 1989",12,1,1091
399,Holiday1995,Circle in the Square ,Holiday,Revival,Play,Comedy,,"Dec 03, 1995","Jan 14, 1996",50,14,840
400,"HolidayInn,TheNewIrvingBerlinMusical2016",Studio 54,"Holiday Inn, The New Irving Berlin Musical",Original,Musical,,,"Oct 06, 2016","Jan 15, 2017",117,27,1006
401,HollerIfYaHearMe2014,Palace ,Holler If Ya Hear Me,Original,Musical,,,"Jun 19, 2014","Jul 20, 2014",38,27,1743
402,HollywoodArms2002,Cort ,Hollywood Arms,Original,Play,Drama,,"Oct 31, 2002","Jan 05, 2003",76,17,1084
403,HomeFront1985,Bernard B. Jacobs ,Home Front,Original,Play,,,"Jan 02, 1985","Jan 12, 1985",13,8,1078
404,HoneymooninVegas2015,Nederlander ,Honeymoon in Vegas,Original,Musical,Comedy,,"Jan 15, 2015","Apr 05, 2015",93,24,1235
406,Honour1998,Belasco ,Honour,Original,Play,,,"Apr 26, 1998","Jun 14, 1998",57,7,1018
